"folio","entidad","munici","mened","IA","numpeho","edadjef","sexojef","añosedu","alsa"
250154,25,1,1,1,3,26,0,15,650
271787,27,17,1,1,4,31,0,15,940
150239,15,20,1,1,4,46,0,15,556
140008,14,2,1,1,3,24,0,15,601
10132,1,1,0,0,2,68,0,15,1262
51351,5,30,1,0,2,34,1,15,891
120811,12,24,1,1,3,31,0,15,85
282007,28,39,1,1,4,41,0,15,737
150115,15,19,1,0,7,50,0,15,1056
70546,7,40,1,1,4,23,0,15,635
150078,15,13,1,1,7,49,0,15,897
200253,20,43,1,1,5,52,0,15,744
241531,24,35,1,1,3,56,0,15,636
170863,17,8,1,1,5,27,0,15,649
181628,18,17,1,0,5,30,0,15,437
221325,22,14,1,0,4,42,0,15,1160
131408,13,69,1,0,5,47,0,15,796
261204,26,30,1,1,6,28,1,15,650
270870,27,5,0,0,2,74,0,15,661
311663,31,89,1,0,9,57,0,15,1243
231832,23,7,0,1,2,20,0,15,370
121171,12,38,1,0,4,40,0,15,706
152272,15,121,1,0,4,50,0,15,637
251555,25,12,1,1,4,40,0,15,750
31339,3,3,1,1,3,27,0,15,757
280294,28,9,1,0,4,55,0,15,1050
301900,30,204,1,1,6,40,0,15,936
221873,22,18,0,0,2,32,0,15,490
10740,1,1,1,1,6,48,0,15,780
40136,4,1,0,1,1,47,0,15,420
230030,23,1,0,1,2,43,0,15,1250
110760,11,18,1,0,4,43,0,15,210
280717,28,22,1,0,4,29,0,15,700
101053,10,7,1,1,5,36,0,15,500
150259,15,25,1,1,3,39,0,15,670
261727,26,47,1,0,5,38,0,15,1043
271099,27,7,0,0,2,53,0,15,187
301500,30,167,1,1,13,50,0,15,840
300967,30,118,1,1,4,56,0,15,806
281061,28,27,1,0,4,25,0,15,850
60715,6,5,0,0,1,23,1,15,100
230500,23,4,1,0,4,43,0,15,1690
311230,31,50,0,0,2,61,0,15,700
230837,23,5,0,1,2,34,0,15,212
91270,9,8,1,1,8,46,0,15,0
170794,17,7,1,0,3,52,0,15,817
291830,29,52,1,1,4,39,0,15,280
140674,14,39,1,0,4,60,0,15,835
232074,23,8,1,1,4,41,1,15,371
151661,15,93,1,0,4,45,0,15,868
121157,12,35,1,0,4,41,0,15,405
311250,31,50,1,1,3,29,0,15,350
71449,7,101,1,0,4,43,0,15,444
60221,6,2,1,1,5,45,0,15,701
50006,5,2,1,1,5,30,0,15,796
81885,8,37,1,0,3,61,0,15,1146
61746,6,10,1,0,5,42,0,15,831
90630,9,6,1,0,4,53,0,15,688
40798,4,3,1,1,6,36,0,15,1023
230374,23,4,1,1,2,42,1,15,750
140871,14,53,1,1,7,47,0,15,910
311686,31,95,1,1,4,42,0,15,771
61407,6,9,1,1,4,41,1,15,525
11186,1,1,1,1,5,43,0,15,564
192147,19,48,1,0,3,52,1,15,688
310826,31,50,1,1,4,40,0,15,1350
291564,29,39,0,1,3,59,0,15,555
181383,18,17,0,1,1,48,0,15,332
51727,5,35,1,1,5,28,0,15,449
21285,2,3,1,1,4,28,0,15,892
150623,15,33,1,1,5,40,0,15,1480
201887,20,565,1,0,4,35,0,15,650
291743,29,50,1,1,5,44,0,15,253
311439,31,64,0,1,1,20,0,15,0
31095,3,3,1,0,3,20,0,15,0
300367,30,48,1,0,4,28,0,15,564
221601,22,16,1,0,4,46,0,15,0
260438,26,18,1,1,5,39,0,15,798
220577,22,12,1,1,3,31,0,15,480
180199,18,4,0,1,5,54,0,15,830
260475,26,19,1,1,2,36,1,15,700
40639,4,2,0,1,2,32,1,15,795
41346,4,4,1,0,4,49,0,15,530
301015,30,124,1,0,4,27,0,15,567
91435,9,10,1,1,4,41,0,15,710
91978,9,14,0,1,3,69,1,15,313
60467,6,2,1,1,6,46,0,15,345
20602,2,2,0,0,2,25,0,15,430
220715,22,14,1,0,5,36,0,15,780
261624,26,43,0,1,1,19,1,15,220
221510,22,16,1,0,4,30,0,15,667
231221,23,5,1,0,4,46,0,15,659
81179,8,32,1,0,4,34,1,15,459
20022,2,1,1,1,6,52,0,15,840
160321,16,43,1,0,5,40,0,15,709
71076,7,81,1,1,3,40,0,15,1025
291661,29,44,0,1,2,43,1,15,421
150712,15,39,1,1,5,54,0,15,869
282093,28,41,1,0,3,29,0,15,470
51533,5,35,1,0,4,38,0,15,980
301973,30,211,1,0,5,29,0,15,261
31042,3,3,0,1,1,47,0,15,0
180301,18,7,0,0,3,66,0,15,404
301311,30,137,1,0,4,25,0,15,252
160003,16,6,1,1,5,41,0,15,570
200276,20,45,1,0,4,28,0,15,625
311185,31,50,0,0,2,25,0,15,360
221571,22,16,1,1,5,50,0,15,860
170639,17,7,1,1,4,36,0,15,682
151652,15,93,0,1,5,62,0,15,240
270926,27,5,1,0,4,33,0,15,686
21659,2,4,1,0,6,47,0,15,1042
311163,31,50,1,0,4,37,0,15,595
301765,30,193,1,1,2,41,1,15,493
271294,27,10,1,0,3,24,0,15,818
280769,28,22,1,0,4,47,0,15,266
321286,32,39,1,1,4,40,0,15,1167
180056,18,2,1,0,3,52,0,15,582
71414,7,101,1,1,3,44,0,15,470
260614,26,26,0,1,3,44,0,15,686
270685,27,4,1,1,4,50,0,15,670
21731,2,4,1,0,7,38,0,15,1133
121202,12,38,1,1,4,30,1,15,500
91645,9,12,1,1,8,45,1,15,798
310627,31,50,1,0,4,41,0,15,675
230818,23,5,0,0,2,53,0,15,1000
281878,28,38,0,1,3,53,1,15,225
230848,23,5,1,1,4,42,0,15,590
170790,17,7,0,0,1,57,1,15,620
311005,31,50,0,1,2,44,0,15,503
120924,12,29,1,0,4,55,0,15,395
300785,30,87,1,1,4,44,1,15,1040
180545,18,11,0,0,2,79,1,15,710
180640,18,12,0,1,1,38,0,15,474
51089,5,30,1,1,6,37,0,15,320
310962,31,50,1,0,4,28,0,15,330
191984,19,46,1,0,3,25,0,15,1450
301821,30,193,1,0,3,40,0,15,576
20519,2,2,0,0,1,57,0,15,860
240228,24,11,1,1,8,53,0,15,844
192153,19,48,1,0,4,45,0,15,896
10919,1,1,1,1,6,39,0,15,435
231928,23,8,0,0,2,24,0,15,700
61782,6,10,1,0,4,37,1,15,578
310907,31,50,1,1,4,28,1,15,782
300042,30,14,1,0,3,63,1,15,820
300725,30,83,1,1,5,53,0,15,449
260481,26,19,1,1,7,47,0,15,873
310850,31,50,1,1,3,42,0,15,745
310849,31,50,0,0,2,29,0,15,533
270896,27,5,1,1,5,30,0,15,285
151152,15,58,1,1,4,26,0,15,600
31181,3,3,1,0,3,32,0,15,906
231432,23,5,0,1,2,62,0,15,1285
301813,30,193,1,1,5,48,0,15,547
121003,12,29,1,1,3,26,0,15,459
131163,13,51,1,1,5,33,0,15,1596
120492,12,3,1,0,5,52,1,15,808
300710,30,83,1,0,4,35,1,15,520
300101,30,23,1,0,3,37,0,15,616
300104,30,23,0,0,3,43,0,15,696
10058,1,1,1,0,6,53,1,15,459
301851,30,193,1,1,4,39,0,15,533
170617,17,7,1,1,5,50,0,15,559
200039,20,14,1,1,4,26,1,15,860
261222,26,30,1,1,6,38,0,15,1701
230249,23,2,1,0,3,33,0,15,406
310727,31,50,1,1,5,30,0,15,290
300669,30,81,1,1,4,36,0,15,541
190462,19,21,1,0,3,23,0,15,336
200532,20,72,1,1,3,32,1,15,340
310707,31,50,1,0,6,44,0,15,1070
20025,2,1,1,0,3,44,1,15,568
300649,30,81,0,1,5,66,0,15,965
232038,23,8,1,0,4,38,0,15,1409
121070,12,35,1,1,4,31,0,15,572
60562,6,4,0,0,3,86,0,15,165
81825,8,37,1,0,3,39,0,15,738
260803,26,30,1,0,5,31,0,15,682
100960,10,7,1,1,5,40,0,15,850
190236,19,6,1,0,5,32,0,15,590
200939,20,184,0,1,2,61,1,15,1390
92050,9,15,0,1,1,60,1,15,590
310205,31,32,0,0,1,22,1,15,458
50237,5,10,1,0,4,28,0,15,200
310527,31,50,1,1,5,49,0,15,735
301980,30,211,1,1,6,50,0,15,218
310558,31,50,1,1,5,40,1,15,980
90834,9,7,0,1,4,52,0,15,570
21878,2,4,1,1,7,60,1,15,526
22359,2,4,1,1,7,28,1,15,522
200198,20,41,1,0,5,40,0,15,690
90116,9,3,1,1,5,74,0,15,1420
221308,22,14,0,0,1,63,0,15,32
310515,31,50,0,0,3,57,0,15,570
22422,2,4,1,0,4,46,0,15,145
210151,21,15,1,0,6,47,1,15,1800
310497,31,50,0,0,2,74,0,15,532
301989,30,211,0,0,2,31,0,15,313
230068,23,1,0,1,2,27,0,15,320
40140,4,1,1,1,2,19,1,15,338
141784,14,120,1,1,3,26,1,15,220
201816,20,551,1,1,4,26,0,15,920
71550,7,101,1,1,3,40,0,15,368
151266,15,58,1,1,7,37,0,15,520
192198,19,48,1,0,4,27,0,15,620
200231,20,43,1,1,4,35,0,15,560
241254,24,28,0,1,2,38,0,15,250
180641,18,12,1,1,4,49,0,15,245
131020,13,50,1,1,3,40,0,15,225
30070,3,1,0,0,1,32,0,15,190
61083,6,7,0,0,1,32,1,15,396
220308,22,7,1,1,4,40,0,15,623
50465,5,18,1,1,6,40,0,15,1085
230590,23,4,1,1,5,38,0,15,1070
141579,14,101,1,1,6,35,0,15,695
261979,26,72,1,1,3,43,0,15,467
241498,24,35,0,1,1,71,0,15,261
181869,18,20,1,1,2,26,0,15,480
321280,32,39,1,0,5,42,0,15,455
230835,23,5,1,0,3,28,0,15,1050
310359,31,40,1,1,3,50,0,15,96
310349,31,40,1,1,2,44,1,15,310
221088,22,14,0,1,1,20,1,15,545
92309,9,17,0,0,3,27,1,15,120
271619,27,13,1,0,4,24,0,15,299
51607,5,35,1,0,5,42,0,15,235
300349,30,46,1,0,3,26,0,15,316
221555,22,16,0,1,5,27,0,15,294
60487,6,3,1,1,4,52,0,15,783
40436,4,2,1,0,5,42,0,15,906
30116,3,1,0,1,3,51,0,15,434
290585,29,14,1,0,3,33,0,15,705
80967,8,27,1,0,4,28,1,15,1245
250899,25,6,1,0,4,33,0,15,420
221422,22,14,1,1,6,33,0,15,1280
300506,30,68,1,0,4,45,0,15,315
80728,8,19,1,1,5,35,0,15,370
22270,2,4,1,1,4,26,0,15,1570
41610,4,6,1,1,5,30,0,15,440
11070,1,1,1,1,4,34,0,15,473
40198,4,2,0,1,3,48,1,15,1420
51016,5,30,0,0,3,63,0,15,1160
310510,31,50,0,1,1,49,1,15,250
90651,9,6,0,0,3,49,1,15,457
120988,12,29,1,1,3,25,0,15,500
81401,8,37,0,0,1,33,0,15,115
22411,2,4,0,0,1,22,0,15,151
10121,1,1,0,0,2,69,0,15,904
201828,20,551,1,0,6,38,0,15,625
230331,23,4,1,0,3,21,0,15,1031
191216,19,39,0,0,3,76,1,15,731
90729,9,7,1,1,4,52,0,15,1060
190448,19,21,0,0,2,40,0,15,1350
31740,3,8,1,1,6,36,0,15,461
140547,14,39,1,1,6,63,0,15,1282
71618,7,103,1,1,3,23,0,15,525
41045,4,3,0,1,3,46,0,15,640
310190,31,32,0,1,2,26,1,15,175
100336,10,5,1,1,4,45,0,15,726
170771,17,7,0,0,2,62,0,15,618
20212,2,1,0,1,3,61,0,15,398
310476,31,50,0,0,1,64,0,15,24
51497,5,33,1,0,5,36,0,15,467
151702,15,94,1,1,4,25,0,15,180
161182,16,82,1,1,5,29,0,15,616
101813,10,38,1,1,3,40,1,15,331
61657,6,10,1,0,3,47,0,15,485
231375,23,5,0,1,1,60,1,15,174
220462,22,11,1,1,3,32,0,15,294
21942,2,4,0,1,2,24,0,15,558
152286,15,121,1,1,5,48,1,15,791
111341,11,27,1,0,4,40,1,15,405
270619,27,4,1,1,5,54,0,15,1188
192242,19,48,0,1,5,51,0,15,770
11718,1,7,1,1,4,26,1,15,0
10403,1,1,1,1,6,34,0,15,1800
320197,32,10,1,0,4,28,0,15,700
151436,15,70,1,0,3,20,0,15,434
261575,26,43,1,0,5,47,0,15,1555
130896,13,48,1,0,4,52,0,15,565
150124,15,19,0,1,2,50,0,15,50
221159,22,14,1,1,5,41,1,15,398
201085,20,216,1,1,3,24,0,15,74
130366,13,16,1,1,4,43,1,15,135
311811,31,102,0,1,1,19,0,15,182
142089,14,120,0,0,2,65,0,15,459
190240,19,6,0,1,2,47,0,15,373
100339,10,5,1,1,3,37,0,15,874
321501,32,46,0,1,1,33,0,15,320
320146,32,10,1,1,5,50,0,15,944
20995,2,2,0,0,2,54,0,15,820
300105,30,23,1,0,3,28,0,15,1370
191518,19,39,1,1,4,47,0,15,330
231132,23,5,1,0,4,50,1,15,874
291133,29,32,0,0,3,54,0,15,222
190850,19,26,1,0,5,45,0,15,460
291441,29,36,0,1,4,50,0,15,1067
291306,29,33,1,1,4,43,0,15,1141
270398,27,4,0,1,2,38,0,15,1285
320130,32,10,1,1,4,38,1,15,613
60165,6,2,1,0,3,65,1,15,516
281686,28,33,1,1,4,23,0,15,451
200688,20,123,1,0,5,54,0,15,765
90714,9,7,0,0,1,22,0,15,404
151493,15,81,1,1,4,34,0,15,919
301910,30,204,0,1,3,28,0,15,180
310702,31,50,1,1,2,33,1,15,445
100480,10,5,1,0,4,28,0,15,340
231931,23,8,1,0,4,23,0,15,500
170524,17,7,1,0,5,43,0,15,575
190268,19,9,1,1,5,48,0,15,558
32067,3,8,1,1,3,31,0,15,691
91033,9,7,1,1,4,34,0,15,573
192098,19,46,0,1,5,47,0,15,735
120260,12,1,1,1,5,48,0,15,704
200925,20,184,1,0,3,48,0,15,500
201839,20,551,1,1,3,33,0,15,560
11154,1,1,1,0,4,24,0,15,1010
41010,4,3,1,1,3,30,0,15,821
291066,29,31,1,1,3,33,1,15,1330
140599,14,39,0,0,3,34,0,15,1900
71410,7,101,1,1,3,50,0,15,450
170604,17,7,1,0,3,26,0,15,411
250583,25,6,1,1,5,34,0,15,788
50661,5,25,1,1,2,33,1,15,162
101335,10,12,1,1,4,36,0,15,330
230338,23,4,0,0,2,44,0,15,2200
310187,31,27,1,0,4,44,0,15,170
320613,32,17,1,1,5,36,0,15,760
21579,2,4,1,1,3,35,0,15,460
101747,10,33,1,1,7,43,0,15,195
111001,11,20,1,0,5,29,0,15,504
31408,3,3,1,0,4,43,0,15,768
30034,3,1,1,1,3,39,1,15,414
180420,18,8,1,1,3,24,0,15,486
61065,6,7,1,0,3,41,0,15,1170
260055,26,2,1,0,6,39,0,15,900
310181,31,27,1,1,3,24,1,15,405
40497,4,2,1,0,4,51,0,15,0
170941,17,10,1,1,5,36,0,15,369
190921,19,26,0,1,4,56,0,15,640
210877,21,114,1,1,3,49,0,15,645
291264,29,33,0,1,3,54,1,15,715
181257,18,17,1,1,3,21,0,15,670
20833,2,2,0,0,2,22,0,15,475
82109,8,55,1,1,5,44,0,15,488
190212,19,6,0,1,1,42,1,15,680
60646,6,5,1,1,3,22,0,15,797
10706,1,1,1,1,4,43,0,15,0
170216,17,6,0,1,3,56,1,15,342
91965,9,14,1,0,5,70,0,15,1335
170007,17,1,1,1,4,41,0,15,338
210391,21,45,1,0,6,38,0,15,322
100493,10,5,1,0,4,33,0,15,439
191214,19,39,1,1,4,41,0,15,870
291375,29,33,0,1,3,64,0,15,785
110326,11,7,1,1,4,48,0,15,519
161101,16,76,0,0,1,18,1,15,172
301081,30,124,0,1,2,45,0,15,391
240456,24,17,1,1,3,66,0,15,282
290702,29,15,1,1,3,32,0,15,1120
30890,3,3,1,1,4,28,0,15,842
201226,20,307,1,1,6,48,0,15,948
320713,32,19,1,0,3,26,1,15,380
30637,3,3,1,0,4,35,1,15,883
171463,17,20,1,1,4,30,0,15,510
100956,10,7,1,1,4,35,0,15,550
120909,12,29,1,1,4,40,1,15,750
291475,29,36,1,0,4,41,0,15,1146
181455,18,17,1,1,3,36,0,15,610
131551,13,72,1,1,6,40,0,15,0
31698,3,8,0,0,1,43,0,15,590
71091,7,81,1,1,5,37,0,15,444
231020,23,5,0,1,2,56,0,15,690
261625,26,43,0,0,2,87,0,15,1250
231437,23,5,1,0,5,31,0,15,550
201105,20,269,1,1,6,44,0,15,320
190076,19,6,1,0,3,25,0,15,1370
321793,32,56,0,1,1,44,1,15,23
121607,12,61,1,1,8,49,0,15,855
290863,29,23,0,1,5,46,0,15,464
260108,26,3,1,0,4,45,0,15,369
271122,27,8,1,0,5,36,0,15,831
31463,3,8,0,1,4,54,0,15,1339
81934,8,37,1,0,3,39,0,15,758
92258,9,17,1,1,4,35,0,15,640
21559,2,4,0,0,2,82,1,15,1986
51830,5,35,1,0,4,40,0,15,497
301672,30,190,1,0,4,35,0,15,290
150888,15,45,0,1,2,57,0,15,1040
311848,31,102,1,1,5,33,0,15,560
60402,6,2,1,0,5,50,0,15,535
181527,18,17,0,1,2,30,0,15,1170
191821,19,45,1,0,4,48,0,15,740
290791,29,18,1,1,6,41,0,15,265
270044,27,2,1,1,2,50,1,15,576
321291,32,39,1,0,4,46,0,15,349
290415,29,13,1,0,4,55,1,15,1104
191724,19,39,1,1,3,26,0,15,357
271628,27,13,1,1,4,42,0,15,1237
51418,5,31,1,1,5,34,0,15,189
281548,28,32,0,1,1,20,0,15,0
190433,19,21,0,0,1,63,1,15,480
20921,2,2,1,1,3,19,0,15,1566
91006,9,7,1,0,4,26,0,15,1210
141431,14,98,1,0,5,44,0,15,574
10946,1,1,0,1,4,47,0,15,850
141653,14,108,0,1,2,38,0,15,391
301601,30,186,0,1,5,82,0,15,419
191357,19,39,1,1,9,56,0,15,1570
290386,29,10,1,1,4,38,0,15,408
191792,19,44,0,0,1,58,0,15,110
90351,9,5,0,0,3,56,0,15,477
160083,16,17,1,0,4,45,0,15,740
181855,18,20,1,1,3,26,0,15,1070
70219,7,19,1,0,5,37,0,15,757
301969,30,211,0,1,2,37,0,15,199
130225,13,10,1,0,4,21,0,15,580
191804,19,44,0,0,2,57,0,15,834
101232,10,12,0,0,2,51,0,15,229
321208,32,38,1,0,4,27,0,15,716
231279,23,5,1,1,5,36,0,15,960
171188,17,13,0,0,3,49,0,15,280
170963,17,11,1,0,4,39,0,15,750
170566,17,7,0,0,2,52,0,15,547
321388,32,41,1,1,3,26,0,15,0
191064,19,31,1,1,5,37,0,15,670
22097,2,4,1,1,4,32,0,15,585
90148,9,3,1,1,4,47,0,15,764
170099,17,4,1,0,4,42,0,15,466
171933,17,30,1,1,3,26,0,15,570
31394,3,3,1,1,5,53,0,15,1493
10679,1,1,1,0,6,44,1,15,894
82095,8,55,1,1,3,32,0,15,725
41378,4,4,0,0,2,21,0,15,215
291505,29,37,1,0,6,25,0,15,374
140313,14,39,1,0,5,37,0,15,550
251137,25,11,1,0,5,31,0,15,845
120499,12,3,1,0,2,24,1,15,226
131661,13,77,1,1,4,47,0,15,370
321205,32,38,1,0,4,36,0,15,370
11905,1,10,1,1,5,26,0,15,189
270015,27,1,1,1,3,48,0,15,0
190205,19,6,0,1,3,62,0,14,174
10905,1,1,1,0,6,48,0,14,862
50166,5,9,1,0,3,45,1,14,760
170243,17,6,0,1,4,44,0,14,1041
260354,26,18,1,1,4,45,0,14,565
101265,10,12,1,1,6,34,0,14,718
280215,28,9,0,1,1,44,1,14,71
140748,14,50,0,0,3,41,1,14,300
191889,19,46,1,0,4,45,1,14,644
141215,14,93,1,1,2,36,1,14,396
61885,6,10,1,1,4,32,0,14,673
150545,15,33,1,0,4,68,0,14,910
221045,22,14,1,1,4,45,0,14,420
31113,3,3,0,0,3,46,1,14,1150
90251,9,4,1,0,3,54,1,14,236
290838,29,23,1,1,2,43,0,14,648
40628,4,2,1,0,4,40,1,14,849
231635,23,5,1,0,3,47,0,14,1433
111047,11,20,0,1,2,53,1,14,372
230769,23,5,1,1,3,31,1,14,690
32224,3,8,1,1,4,40,0,14,797
20834,2,2,1,1,4,39,0,14,680
40585,4,2,0,1,2,52,1,14,583
230058,23,1,0,0,1,34,0,14,1510
261156,26,30,1,0,5,39,0,14,430
131356,13,63,1,1,4,42,0,14,316
181399,18,17,1,0,6,69,1,14,466
21803,2,4,0,0,3,52,0,14,1045
172013,17,31,1,0,5,51,1,14,657
131706,13,77,0,1,3,68,0,14,490
92029,9,15,1,1,4,38,0,14,330
191384,19,39,1,1,5,47,0,14,800
21897,2,4,1,1,4,34,0,14,466
250180,25,1,1,0,4,42,1,14,330
30044,3,1,1,1,6,47,1,14,1195
141186,14,93,0,0,1,81,1,14,204
10345,1,1,0,0,2,68,1,14,264
260003,26,2,1,0,5,39,0,14,750
31642,3,8,0,1,3,54,0,14,1186
191353,19,39,0,0,1,43,0,14,54
31960,3,8,0,1,3,54,0,14,1190
110835,11,20,0,0,2,57,1,14,989
11491,1,5,0,1,1,47,1,14,30
10880,1,1,1,0,3,44,1,14,542
291597,29,41,1,1,3,34,1,14,661
320158,32,10,1,0,5,48,1,14,910
91105,9,7,1,1,4,27,0,14,387
310739,31,50,1,0,5,39,0,14,1609
190830,19,26,1,1,8,32,0,14,690
21108,2,2,0,1,1,58,0,14,618
190336,19,10,0,1,1,41,0,14,970
20972,2,2,1,1,5,46,0,14,515
21486,2,4,1,1,5,44,0,14,622
201363,20,380,1,0,6,59,0,14,323
41543,4,5,1,1,5,40,0,14,920
90696,9,7,1,1,2,51,1,14,379
80501,8,19,1,0,3,28,0,14,490
81341,8,37,0,1,2,64,0,14,285
310427,31,41,0,0,2,54,1,14,515
270198,27,2,1,1,5,44,1,14,468
71504,7,101,1,0,6,47,0,14,507
260049,26,2,0,1,1,52,1,14,310
20818,2,2,1,1,4,48,0,14,702
50692,5,25,0,0,2,54,0,14,1214
51304,5,30,0,0,3,48,1,14,920
190818,19,26,1,0,3,44,0,14,374
301696,30,192,0,0,4,60,1,14,1360
191097,19,33,1,0,4,49,0,14,883
20129,2,1,0,0,2,48,0,14,1206
41146,4,3,1,1,4,40,1,14,123
40490,4,2,1,0,2,46,1,14,318
91246,9,8,1,1,4,64,1,14,440
151932,15,106,0,1,3,47,0,14,1060
152278,15,121,0,1,1,61,1,14,411
191403,19,39,1,0,2,43,1,14,72
51269,5,30,1,1,3,27,0,14,420
31230,3,3,0,0,2,28,0,14,633
81546,8,37,1,1,6,37,0,14,1540
160073,16,17,1,0,4,37,0,14,1031
80636,8,19,0,0,2,32,0,14,690
51893,5,38,1,0,5,45,0,14,756
290404,29,10,1,0,6,43,0,14,920
100860,10,7,1,1,5,42,0,14,500
51323,5,30,1,0,4,32,0,14,556
60029,6,1,1,0,3,28,1,14,285
121606,12,61,1,1,7,37,0,14,727
51449,5,32,1,0,4,28,0,14,575
241061,24,28,1,0,3,42,0,14,610
140800,14,53,0,0,2,54,1,14,365
300166,30,38,0,0,2,50,1,14,158
310736,31,50,1,0,4,51,0,14,720
250330,25,2,1,1,3,29,0,14,784
51804,5,35,1,0,5,44,0,14,501
191386,19,39,1,1,5,42,0,14,650
191037,19,31,1,1,3,32,0,14,53
30160,3,1,1,0,5,49,0,14,1290
91387,9,10,1,1,4,69,1,14,340
210842,21,114,1,0,5,34,0,14,673
20973,2,2,0,1,1,74,0,14,333
40606,4,2,0,0,1,56,1,14,47
50957,5,30,0,0,1,61,1,14,26
190930,19,26,1,0,5,38,0,14,1490
281778,28,38,0,1,2,61,1,14,122
71424,7,101,0,1,3,55,0,14,380
80368,8,19,0,0,2,64,0,14,385
260530,26,25,1,1,3,53,0,14,404
191200,19,35,1,0,4,28,0,14,553
280194,28,9,0,1,1,84,1,14,152
60061,6,1,1,1,2,36,1,14,459
271508,27,12,1,0,8,44,1,14,450
51266,5,30,1,1,4,47,0,14,920
60383,6,2,0,1,3,70,0,14,1031
50318,5,14,1,1,3,45,0,14,365
80666,8,19,0,0,1,72,1,14,510
180184,18,4,1,0,3,54,1,14,702
281081,28,27,1,1,3,48,0,14,940
81102,8,32,1,0,7,45,0,14,415
90451,9,5,1,0,4,60,0,14,2065
20949,2,2,1,0,4,42,1,14,214
241038,24,28,1,0,4,55,0,14,330
191328,19,39,1,1,5,56,0,14,880
231383,23,5,1,1,5,37,0,14,1735
290033,29,5,0,1,4,56,0,14,318
20576,2,2,1,1,4,31,1,14,695
51419,5,31,1,0,5,37,0,14,465
40484,4,2,0,1,2,55,1,14,235
51627,5,35,1,1,6,48,0,14,514
61747,6,10,0,0,2,66,0,14,1053
50738,5,25,1,1,8,25,0,14,1062
11895,1,10,0,0,1,52,0,14,180
181080,18,17,1,1,3,32,1,14,352
210570,21,74,0,0,5,46,0,14,265
160071,16,17,1,1,4,42,0,14,479
20853,2,2,1,0,4,50,0,14,565
140474,14,39,0,1,4,57,0,14,1384
110050,11,3,1,1,3,54,1,14,439
81923,8,37,1,0,6,31,0,14,719
301843,30,193,0,1,2,74,0,14,570
260913,26,30,1,0,5,44,1,14,1167
80479,8,19,0,1,3,66,0,14,802
251590,25,12,1,1,3,41,1,14,857
161184,16,82,1,1,4,47,0,14,689
290406,29,10,1,1,6,40,1,14,190
81732,8,37,0,1,2,41,0,14,263
110583,11,15,1,1,2,33,1,14,610
90776,9,7,1,0,5,79,0,14,559
192226,19,48,1,0,6,47,0,14,530
131455,13,70,0,1,2,39,1,14,440
250669,25,6,1,1,4,35,0,14,595
181228,18,17,1,1,3,46,1,14,1198
181349,18,17,1,1,3,38,1,14,240
51117,5,30,1,0,5,43,0,14,527
60244,6,2,0,0,2,89,1,14,1218
10263,1,1,1,0,5,50,0,14,907
241608,24,35,0,1,1,20,1,14,213
90518,9,5,1,1,4,53,1,14,825
51753,5,35,1,1,4,48,0,14,309
270834,27,4,0,0,3,48,0,14,1597
121240,12,40,1,1,4,35,1,14,628
71111,7,89,0,1,2,62,1,14,727
241240,24,28,1,1,5,39,0,14,730
230146,23,1,1,0,4,39,0,14,1220
92134,9,15,1,1,5,37,0,14,970
260889,26,30,0,0,2,68,1,14,190
140036,14,2,0,1,2,52,0,14,723
231996,23,8,1,1,5,67,1,14,590
221687,22,16,1,0,5,36,1,14,478
11110,1,1,0,1,5,45,0,14,888
152251,15,121,1,1,4,49,0,14,550
30110,3,1,1,1,5,40,0,14,596
140037,14,9,0,0,3,47,0,14,661
81523,8,37,1,1,4,38,0,14,1440
131225,13,58,0,1,2,57,1,14,483
191077,19,31,1,1,4,31,0,14,352
260830,26,30,1,1,5,52,1,14,1195
150800,15,39,0,1,3,42,0,14,117
190196,19,6,1,1,5,43,0,14,318
140167,14,21,0,0,1,48,1,14,232
92031,9,15,1,0,4,48,1,14,710
251465,25,12,1,0,4,44,0,14,572
310858,31,50,1,1,3,41,0,14,620
10553,1,1,1,1,5,43,0,14,655
10143,1,1,1,1,8,59,0,14,876
91024,9,7,1,0,3,23,0,14,399
101120,10,8,0,0,1,71,1,14,192
211578,21,156,1,1,3,51,1,14,520
261063,26,30,0,0,2,61,0,14,798
130911,13,48,0,1,3,49,0,14,487
90364,9,5,0,0,4,86,1,14,705
271665,27,14,0,1,2,48,1,14,675
191405,19,39,0,1,2,40,0,14,400
151199,15,58,1,1,5,43,1,14,458
251571,25,12,1,1,4,35,0,14,295
271657,27,14,0,1,1,56,1,14,1375
190817,19,26,1,0,3,28,0,14,753
211833,21,180,1,1,3,35,0,14,401
231390,23,5,1,1,4,72,1,14,1217
90717,9,7,0,0,2,69,1,14,60
81150,8,32,1,1,3,45,1,14,890
192276,19,49,1,0,5,39,0,14,724
250184,25,1,1,0,5,61,1,14,747
280800,28,22,0,1,2,73,1,14,691
40346,4,2,1,1,4,37,1,14,440
111325,11,27,0,0,1,58,1,14,465
220716,22,14,1,1,4,52,0,14,990
310918,31,50,1,0,3,44,1,14,344
231648,23,5,0,1,2,56,1,14,732
150235,15,20,0,1,2,51,1,14,924
311143,31,50,1,1,4,39,0,14,795
321521,32,48,0,1,2,56,1,14,413
131124,13,51,1,0,3,40,1,14,908
10046,1,1,0,1,4,63,0,14,870
81385,8,37,0,1,1,47,0,14,192
310395,31,41,1,0,5,48,0,14,560
20638,2,2,1,1,4,44,1,14,315
