"nse5f","area","numpeho","refin","edadjef","sexojef","añosedu","IA","ln_als","ln_alns"
4,0,5,0,40,0,12,1,5.87211778947542,2.70805020110221
1,0,5,0,37,1,12,1,6.2363695902037,3.58351893845611
2,0,3,0,19,1,12,1,5.97380961186926,3.91202300542815
5,0,8,1,53,0,12,1,6.97541392745595,3.40119738166216
5,0,5,1,59,0,12,1,7.73193072194849,4.49980967033027
4,0,7,1,NA,NA,12,1,6.45047042214418,3.87120101090789
4,0,5,1,30,1,12,1,6.73101810048208,4.0943445622221
3,0,5,0,NA,NA,12,1,6.77992190747225,3.40119738166216
4,0,5,0,29,0,12,1,6.92755790627832,4.60517018598809
3,0,5,0,46,1,12,1,6.14203740558736,3.09104245335832
5,0,4,0,36,0,12,1,6.97914527506881,2.99573227355399
5,0,3,0,53,0,12,0,6.96602418710611,5.13579843705026
3,0,4,0,39,0,12,1,6.30261897574491,NA
5,0,3,1,43,0,12,0,NA,NA
4,1,6,0,36,0,12,1,6.65415252018322,4.24849524204936
5,0,4,0,61,1,12,0,5.87211778947542,NA
3,0,1,0,44,0,12,1,6.95177216439891,2.70805020110221
1,1,4,0,29,0,12,1,5.59471137960184,3.52636052461616
4,0,7,0,50,0,12,1,6.08677472691231,NA
1,0,8,0,37,1,12,1,6.37672694789863,NA
1,1,3,0,23,0,12,1,4.60517018598809,NA
1,0,3,1,38,0,12,1,5.59098698051086,3.09104245335832
5,0,3,1,54,0,12,1,6.11368217983223,NA
1,0,3,1,24,1,12,1,5.05624580534831,6.5510803350434
4,0,4,0,43,0,12,0,6.50128967054039,NA
3,1,5,1,39,0,12,1,NA,NA
3,0,4,0,51,1,12,1,6.25382881157547,3.17805383034795
2,1,4,0,40,0,12,1,5.84354441703136,NA
5,0,3,0,53,1,12,1,6.62007320653036,5.51745289646471
1,0,3,0,NA,NA,12,0,6.00141487796115,NA
3,0,7,1,40,0,12,1,6.6052979209482,5.61677109766657
2,1,2,0,30,0,12,0,6.27287700654617,4.86753445045558
2,0,4,0,54,0,12,1,5.605802066296,NA
2,1,5,0,50,0,12,1,5.96614673912369,NA
5,0,2,0,NA,NA,12,0,6.41836493593621,2.484906649788
4,0,1,0,61,1,12,0,6.27287700654617,1.6094379124341
4,0,5,0,29,0,12,1,6.49978704065585,4.60517018598809
1,0,2,0,39,1,12,1,5.92157841964382,NA
3,0,3,0,31,1,12,1,6.17170059741091,3.40119738166216
5,0,6,0,52,0,12,1,6.57507584059962,5.99146454710798
5,0,5,0,27,0,12,1,7.05617528410041,4.70048036579242
1,0,4,0,33,0,12,1,6.13556489108174,3.78418963391826
4,0,4,1,29,1,12,1,4.70048036579242,4.9416424226093
3,0,12,0,NA,NA,12,0,6.3919171133926,NA
5,0,4,0,NA,NA,12,0,7.2211050981825,5.32787616878958
3,0,2,0,71,0,12,1,5.6937321388027,NA
3,1,4,0,39,0,12,0,5.93753620508243,2.77258872223978
5,0,6,0,49,0,12,1,6.95463886488099,4.0943445622221
4,0,4,1,NA,NA,12,1,5.74300318780948,5.91350300563827
5,0,5,1,36,0,12,1,6.85224256905188,2.99573227355399
2,0,3,0,61,0,12,1,5.50125821054473,NA
1,0,3,0,37,1,12,1,5.8406416573734,NA
4,0,4,0,34,0,12,1,6.19440539110467,2.99573227355399
3,0,4,1,NA,NA,12,1,6.67329796776765,6.06378520868761
4,1,5,1,55,0,12,1,6.42324696353352,3.87120101090789
1,1,4,1,20,0,12,1,6.25958146406492,2.99573227355399
2,0,4,0,28,0,12,1,6.24997524225948,4.69134788222914
4,0,5,0,33,0,12,1,6.4150969591716,4.0943445622221
4,0,6,0,41,0,12,1,6.47389069635227,4.60517018598809
3,1,6,0,36,0,12,1,6.32435896238131,NA
3,0,4,1,NA,NA,12,1,6.23048144757848,4.24849524204936
4,1,2,0,29,0,12,1,6.15697898558556,NA
3,0,7,0,31,0,12,1,5.88332238848828,2.70805020110221
5,0,5,0,40,0,12,1,6.65415252018322,4.60517018598809
3,1,5,0,39,0,12,1,5.92157841964382,NA
1,1,4,0,36,0,12,0,4.38202663467388,NA
5,0,4,0,43,0,12,1,6.68710860786651,4.60517018598809
5,1,4,0,43,0,12,1,5.62040086571715,NA
3,0,4,0,60,1,12,1,6.97541392745595,4.31748811353631
4,0,3,0,32,1,12,1,6.09582456243222,3.68887945411394
5,0,5,0,41,0,12,0,6.24997524225948,NA
2,0,4,0,NA,NA,12,1,6.34035930372775,4.31748811353631
3,0,4,0,19,0,12,0,5.99146454710798,NA
3,0,8,1,39,0,12,1,6.24610676548156,5.19295685089021
4,0,4,0,37,0,12,1,7.13409372119287,5.12989871492307
1,0,4,0,37,0,12,0,5.84643877505772,5.0998664278242
5,0,7,0,60,0,12,1,6.48768401848461,5.01063529409626
5,0,4,0,43,0,12,0,6.45833828334479,3.68887945411394
2,0,6,0,39,0,12,1,6.85856503479136,NA
1,0,5,0,31,0,12,1,5.68697535633982,NA
2,0,2,1,50,0,12,1,6.87419849545329,NA
4,0,3,0,56,0,12,1,5.96100533962327,3.09104245335832
3,0,2,1,62,0,12,0,6.23832462503951,NA
1,1,3,1,24,0,12,1,5.64190707093811,NA
3,1,2,1,50,1,12,1,6.4281052726846,NA
2,1,4,0,43,0,12,1,6.56103066589657,4.47733681447821
4,1,4,0,31,0,12,1,6.23048144757848,4.38202663467388
1,1,6,0,30,0,12,1,4.70048036579242,NA
5,0,7,0,38,0,12,0,6.93049476595163,6.12029741895095
5,0,6,0,56,0,12,1,7.40974195408092,NA
2,0,5,1,NA,NA,12,1,6.67834211465433,4.0943445622221
1,1,5,0,29,0,12,1,6.0591231955818,4.78749174278205
4,0,3,0,41,0,12,1,5.8636311755981,5.04342511691925
4,1,4,0,43,0,12,1,6.84054652928869,6.68461172766793
4,0,4,0,43,0,12,1,6.63331843328038,4.86753445045558
2,0,3,0,NA,NA,12,0,5.42934562895444,5.01063529409626
2,1,4,0,38,0,12,1,5.69035945432406,2.30258509299405
2,0,3,0,23,0,12,1,5.34710753071747,NA
2,0,4,0,40,0,12,1,6.9985096422506,4.18965474202643
2,0,2,0,38,1,12,1,4.77912349311153,3.40119738166216
3,0,5,0,46,0,12,1,6.88755257166462,4.0943445622221
2,0,4,0,55,1,12,1,6.12468339089421,NA
4,0,3,0,64,0,12,1,NA,NA
5,0,10,0,53,0,12,1,6.46925031679577,NA
2,1,2,0,23,0,12,0,6.06378520868761,NA
1,1,4,0,34,0,12,1,6.93342302573071,NA
4,0,6,0,NA,NA,12,1,5.32300997913841,4.18965474202643
2,0,3,0,40,0,12,0,6.39359075395063,NA
1,0,7,0,32,0,12,1,6.60934924316738,NA
2,0,5,0,37,0,12,0,6.78897174299217,NA
2,0,3,0,55,0,12,1,6.00388706710654,NA
2,1,6,1,34,0,12,1,6.10924758276437,NA
2,0,2,0,32,0,12,1,5.82894561761021,NA
2,0,4,0,24,1,12,1,6.29156913955832,NA
5,0,5,0,NA,NA,12,1,7.08590146436561,NA
4,0,2,0,51,0,12,0,6.37842618365159,5.4380793089232
5,0,1,0,69,1,12,1,5.8636311755981,NA
1,0,6,1,51,1,12,1,5.84354441703136,4.60517018598809
5,0,3,0,60,1,12,0,6.38012253689976,NA
3,0,3,1,60,0,12,1,5.76832099579377,NA
3,0,6,1,NA,NA,12,0,6.23441072571837,3.68887945411394
1,1,2,0,49,1,12,1,4.24849524204936,NA
2,1,6,0,39,1,12,0,5.65599181081985,NA
1,1,1,1,57,1,12,1,6.06378520868761,NA
3,1,3,0,22,0,12,0,6.34388043412633,4.78749174278205
4,0,5,0,44,1,12,1,6.24804287450843,2.30258509299405
4,0,3,0,52,1,12,1,6.46614472423762,NA
5,0,5,0,38,0,12,1,6.45047042214418,2.70805020110221
2,0,4,0,29,0,12,0,6.08904487544685,NA
4,0,4,0,NA,NA,12,1,6.64639051484773,4.49980967033027
2,0,3,0,29,0,12,1,6.29526600143965,4.71849887129509
3,0,3,0,NA,NA,12,0,6.15485809401642,3.91202300542815
3,1,5,1,56,0,12,1,6.58202513889283,5.7037824746562
2,0,3,0,NA,NA,12,1,6.08904487544685,NA
3,0,4,0,22,0,12,1,5.82304589548302,NA
1,0,4,0,24,1,12,1,6.0591231955818,3.61091791264422
1,1,4,1,29,0,12,1,6.90274273715859,3.91202300542815
4,0,3,0,41,1,12,1,5.4553211153577,3.40119738166216
4,0,2,0,36,0,12,1,6.24416690066374,3.2188758248682
4,0,6,0,49,0,12,0,6.43133108193348,4.55387689160054
4,0,5,0,51,0,12,1,6.72142570079064,4.49980967033027
2,0,4,0,39,0,12,1,5.4249500174814,NA
3,0,2,0,21,1,12,1,5.74620319054015,5.07517381523383
4,0,5,0,NA,NA,12,1,6.94697599213542,4.24849524204936
1,1,4,0,28,0,12,1,4.92725368515721,NA
5,0,5,0,31,0,12,0,6.92755790627832,5.01063529409626
4,0,1,0,NA,NA,12,0,5.82894561761021,4.0943445622221
4,0,4,0,39,0,12,0,6.67834211465433,4.60517018598809
2,1,6,0,33,0,12,1,6.39526159811545,3.91202300542815
1,1,3,0,40,1,12,1,NA,NA
5,0,6,0,33,0,12,1,6.68710860786651,5.24702407216049
1,0,4,1,37,0,12,1,5.74620319054015,NA
2,0,3,0,41,1,12,1,6.54391184556479,4.86753445045558
4,0,4,0,40,0,12,1,6.39692965521615,4.91998092582813
4,0,7,0,49,1,12,1,6.24416690066374,3.40119738166216
1,1,3,0,44,0,12,1,4.14313472639153,2.99573227355399
2,0,5,0,28,0,12,1,6.0282785202307,4.60517018598809
3,0,6,0,35,0,12,1,6.1527326947041,NA
2,1,3,0,56,1,12,1,6.56244409369372,NA
4,0,2,1,23,0,12,1,6.07993319509559,4.24849524204936
3,0,4,0,30,0,12,1,6.43454651878745,3.91202300542815
1,1,9,0,35,0,12,1,5.59842195899838,NA
1,1,8,1,28,0,12,1,5.76832099579377,NA
3,0,6,0,42,0,12,1,5.76205138278018,NA
4,0,4,0,38,1,12,1,7.03966034986208,NA
1,0,4,0,29,0,12,1,6.25382881157547,NA
5,0,6,0,56,0,12,1,6.70196036600254,NA
2,0,4,0,41,0,12,1,5.75574221358691,NA
5,0,3,0,62,0,12,0,5.85220247977447,3.40119738166216
1,0,3,0,37,0,12,1,5.38449506278909,2.63905732961526
4,0,1,1,73,1,12,1,5.7037824746562,3.73766961828337
5,0,6,0,71,0,12,0,6.59987049921284,4.60517018598809
1,1,4,0,30,0,12,1,6.62007320653036,NA
2,0,5,0,40,0,12,1,5.86078622346587,3.68887945411394
2,0,4,0,29,1,12,1,5.93489419561959,3.09104245335832
5,0,5,0,53,0,12,0,6.96129604591017,4.38202663467388
2,1,4,1,32,0,12,1,6.08677472691231,NA
5,0,4,0,33,0,12,1,6.98564181763921,NA
2,1,3,0,28,0,12,1,NA,NA
3,0,5,0,46,0,12,1,6.04500531403601,4.60517018598809
4,0,5,0,42,0,12,0,7.21817683840341,4.60517018598809
1,0,3,1,21,0,12,0,6.5366915975913,4.24849524204936
4,0,4,0,60,0,12,0,5.40717177146012,5.7037824746562
3,0,5,0,31,0,12,0,6.8501261661455,NA
4,0,5,0,45,0,12,1,6.51471269087253,NA
1,0,3,0,36,0,12,1,6.25382881157547,2.77258872223978
4,0,6,0,40,0,12,1,5.71373280550937,2.77258872223978
3,0,3,0,45,1,12,1,6.24416690066374,NA
5,0,6,0,56,0,12,0,6.98471632011827,5.7037824746562
2,0,4,0,31,0,12,1,5.40267738187228,NA
3,1,4,0,38,0,12,0,6.01126717440416,3.09104245335832
3,0,4,0,40,0,12,1,6.9177056098353,3.40119738166216
5,0,4,0,52,0,12,1,NA,NA
1,0,4,1,66,0,12,1,6.54534966033442,5.34710753071747
4,0,3,0,58,1,12,0,8.51639287124547,2.70805020110221
3,1,3,0,23,0,12,1,5.52545293913178,4.49980967033027
3,0,4,0,54,0,12,1,6.0282785202307,3.58351893845611
3,0,5,0,40,0,12,1,6.07764224334903,4.60517018598809
1,0,2,0,41,1,12,1,5.71373280550937,2.99573227355399
3,0,5,0,NA,NA,12,1,6.5792512120101,2.99573227355399
4,0,4,1,52,0,12,1,5.26785815906333,3.40119738166216
3,0,4,0,52,0,12,1,5.85507192220243,2.70805020110221
2,0,4,0,41,1,12,0,6.50128967054039,3.76120011569356
3,0,3,0,42,0,12,1,6.86066367144829,NA
1,1,6,0,45,0,12,1,5.76205138278018,NA
3,0,3,0,NA,NA,12,1,6.89972310728487,5.79909265446053
4,0,5,0,NA,NA,12,1,6.1463292576689,NA
3,0,5,0,38,0,12,1,4.9416424226093,4.49980967033027
1,0,12,0,56,0,12,1,5.99146454710798,NA
3,0,1,0,28,0,12,0,4.98360662170834,6.17378610390194
1,1,5,0,33,0,12,1,5.48479693349065,NA
1,1,5,1,45,1,12,1,6.17586727010576,NA
4,0,5,0,30,0,12,1,6.07073772800249,NA
5,0,3,0,53,1,12,0,6.45676965557216,5.55682806169954
1,1,2,1,NA,NA,12,1,6.70196036600254,4.97673374242057
1,1,2,0,23,1,12,0,5.19295685089021,NA
5,0,3,0,22,1,12,1,NA,NA
3,0,7,0,38,0,12,0,6.5510803350434,5.31811999384422
1,1,4,0,55,0,12,1,5.57972982598622,NA
3,0,5,0,38,0,12,1,6.3456363608286,NA
2,0,3,1,35,0,12,1,4.64439089914137,NA
3,0,2,1,33,0,12,1,6.27287700654617,NA
3,1,6,1,38,1,12,1,6.23832462503951,3.46573590279973
1,0,2,1,19,0,12,1,6.75693238924755,3.91202300542815
2,0,4,0,NA,NA,12,1,5.33271879326537,NA
3,1,4,0,39,0,12,1,7.29573507274928,4.60517018598809
4,0,7,0,39,0,12,1,6.74523634948436,5.07517381523383
2,1,3,0,44,1,12,1,6.62007320653036,3.91202300542815
4,0,4,0,44,0,12,1,6.09807428216624,NA
4,0,5,0,43,0,12,1,5.39362754635236,5.29831736654804
3,1,3,0,31,0,12,0,5.91350300563827,NA
1,0,2,0,30,0,12,1,4.52178857704904,5.39362754635236
4,0,6,0,39,0,12,1,5.96614673912369,5.39362754635236
2,0,4,0,62,0,12,1,6.18826412308259,NA
5,0,6,0,45,0,12,0,5.94017125272043,4.70048036579242
3,0,12,0,49,1,12,1,6.91473089271856,4.24849524204936
4,0,5,0,51,0,12,1,6.0913098820777,4.0943445622221
4,0,1,0,35,0,12,0,6.39692965521615,3.40119738166216
4,0,5,0,37,0,12,1,5.70711026474888,NA
1,1,2,0,49,0,12,1,4.83628190695148,2.70805020110221
4,0,3,0,28,1,12,0,6.42486902390539,5.60947179518496
2,0,4,0,27,0,12,1,6.22455842927536,NA
1,0,2,0,NA,NA,12,0,5.44673737166631,4.85203026391962
5,0,2,0,76,1,12,0,6.5206211275587,3.3322045101752
4,0,7,0,52,0,12,0,5.95583736946483,2.99573227355399
5,0,5,0,35,0,12,1,5.53338948872752,2.63905732961526
4,0,5,0,41,0,12,1,6.85646198459459,4.04305126783455
4,0,4,0,38,1,12,1,6.91274282049318,5.48063892334199
5,0,5,0,36,0,12,0,6.47697236288968,5.73657229747919
1,0,3,0,NA,NA,12,1,4.93447393313069,NA
3,0,4,0,35,0,12,1,6.03787091992214,2.99573227355399
3,1,5,0,NA,NA,12,1,6.72142570079064,4.70048036579242
4,0,3,0,56,0,12,0,5.31811999384422,NA
2,0,1,0,55,0,12,0,2.30258509299405,4.43081679884331
2,0,4,0,25,0,12,1,6.96602418710611,5.29831736654804
2,1,5,1,28,0,12,1,5.64544689764324,NA
2,0,1,0,46,0,12,0,5.29831736654804,3.40119738166216
4,0,2,0,50,0,12,0,5.5834963087817,2.30258509299405
3,0,2,0,39,0,12,1,5.80513496891649,3.43398720448515
2,1,4,0,42,0,12,1,5.90263333340137,5.62401750618734
2,1,5,0,57,0,12,0,6.19644412779452,4.49980967033027
4,0,2,0,57,0,12,1,5.36129216570943,4.89034912822175
4,1,5,0,40,0,12,1,5.66988092298052,NA
4,0,5,1,NA,NA,12,0,6.84694313958538,5.56068163101553
1,0,3,0,49,1,12,1,4.81218435537242,5.68697535633982
4,0,4,0,47,0,12,1,5.32300997913841,5.55295958492162
2,1,4,1,32,0,12,1,5.7037824746562,NA
1,1,2,0,20,1,12,1,4.60517018598809,4.38202663467388
1,1,1,0,32,0,12,1,NA,NA
3,1,7,0,47,0,12,1,6.3491389913798,3.2188758248682
2,1,2,1,27,1,12,1,6.01615715969835,2.99573227355399
2,0,4,0,34,0,12,1,6.15485809401642,NA
4,0,3,0,76,0,12,1,6.94793706861497,NA
2,1,4,0,50,0,12,1,7.11476944836646,3.93182563272433
3,0,1,0,25,0,12,1,7.05617528410041,4.60517018598809
5,0,4,0,52,0,12,1,5.07517381523383,NA
4,0,2,0,22,0,12,0,6.14203740558736,2.99573227355399
1,1,3,0,19,0,12,1,5.33271879326537,NA
3,0,6,0,33,0,12,1,6.85646198459459,3.40119738166216
5,0,4,1,38,1,12,1,6.30991827822652,4.49980967033027
1,0,4,0,NA,NA,12,1,5.74939298590825,NA
2,1,3,1,NA,NA,12,0,6.04025471127741,NA
3,0,4,0,26,0,12,0,6.00881318544259,5.76832099579377
3,0,4,0,45,0,12,1,5.87493073085203,3.8286413964891
2,0,7,0,31,0,12,1,5.68017260901707,NA
3,1,3,0,41,0,12,1,6.5366915975913,3.40119738166216
3,1,5,1,40,0,12,1,6.64118216974059,NA
2,1,3,1,40,1,12,1,5.85793315448346,2.99573227355399
3,0,6,0,55,1,12,1,6.95654544315157,4.60517018598809
2,0,5,0,50,0,12,1,5.4249500174814,NA
2,1,3,0,28,0,12,1,5.63478960316925,3.40119738166216
2,0,4,1,47,1,12,0,5.86078622346587,NA
3,0,5,0,39,0,12,1,6.04737217904628,NA
4,0,6,0,43,0,12,1,6.19440539110467,2.99573227355399
3,1,4,0,36,1,12,1,5.46806014113513,3.25809653802148
5,0,3,0,32,0,12,0,6.83410873881384,5.12396397940326
3,1,4,0,30,0,12,1,5.56068163101553,2.83321334405622
3,0,1,0,NA,NA,12,0,6.21860011969173,3.40119738166216
3,0,2,0,31,1,12,1,5.85793315448346,2.99573227355399
3,0,3,0,25,1,12,1,5.54517744447956,3.89182029811063
1,1,5,0,31,0,12,1,5.34710753071747,2.70805020110221
4,0,5,0,36,0,12,1,6.93731408122368,NA
5,0,4,0,41,0,12,0,7.02997291170639,5.39362754635236
1,1,2,1,54,0,12,0,6.1527326947041,4.78749174278205
3,1,3,0,28,0,12,1,6.72623340235875,NA
5,0,3,0,44,1,12,1,6.27664348934164,5.99146454710798
2,0,8,0,48,1,12,1,6.5510803350434,NA
3,1,5,1,34,0,12,1,4.86753445045558,4.0943445622221
2,0,4,1,29,1,12,1,5.8636311755981,NA
5,0,4,0,27,0,12,1,6.04025471127741,NA
3,0,7,0,35,0,12,1,6.58340922215876,3.80666248977032
3,1,4,0,NA,NA,12,1,5.63835466933375,2.99573227355399
4,0,7,0,45,0,12,1,5.8111409929767,NA
5,1,5,0,47,0,12,1,6.36302810354046,NA
5,0,7,0,72,0,12,0,6.26720054854136,7.09007683577609
3,0,2,1,24,1,12,0,5.98393628068719,5.34710753071747
2,1,4,1,37,0,12,1,6.04737217904628,NA
3,0,4,0,39,0,12,0,6.1463292576689,2.99573227355399
1,1,4,0,NA,NA,12,1,5.0998664278242,NA
2,1,5,1,35,0,12,1,6.63594655568665,3.40119738166216
2,0,5,1,37,0,12,1,6.79794041297493,3.80666248977032
3,0,3,0,55,0,12,1,6.72743172485086,3.91202300542815
3,1,7,0,35,0,12,1,6.41673228251233,NA
5,0,2,0,59,0,12,0,5.80513496891649,NA
3,1,5,0,46,0,12,1,6.45676965557216,NA
5,0,6,0,41,0,12,1,5.81413053182507,NA
3,0,5,0,26,1,12,1,6.15485809401642,5.29831736654804
3,1,7,0,49,0,12,1,5.97126183979046,4.26267987704132
5,0,10,0,70,0,12,0,7.13489085156588,5.07517381523383
2,0,2,1,22,0,12,0,6.65929391968364,NA
2,0,2,0,39,1,12,1,5.8805329864007,NA
1,0,2,0,55,0,12,1,4.65396035015752,4.24849524204936
3,0,11,0,49,0,12,1,6.59850902861452,NA
5,0,4,0,31,0,12,1,6.90875477931522,3.91202300542815
4,0,6,1,53,0,12,1,6.19440539110467,3.68887945411394
5,1,4,0,45,0,12,0,6.65929391968364,5.24702407216049
4,0,7,0,45,0,12,1,6.5206211275587,NA
5,0,5,0,NA,NA,12,1,7.23705902612474,NA
1,0,3,0,39,0,12,0,6.43615036836943,3.68887945411394
1,1,6,0,31,0,12,1,5.14749447681345,3.40119738166216
1,1,2,0,20,0,12,0,6.3578422665081,3.91202300542815
5,0,5,0,39,0,12,1,6.67582322163485,3.55534806148941
3,0,4,0,30,0,12,1,6.0282785202307,NA
3,0,5,1,31,0,12,1,6.14203740558736,3.3322045101752
1,1,8,1,NA,NA,12,1,6.22455842927536,4.0943445622221
3,0,4,0,34,1,12,1,6.05208916892442,3.58351893845611
2,1,7,1,48,0,12,1,6.62007320653036,3.40119738166216
1,0,6,0,44,0,12,1,6.76041469108343,4.91265488573605
1,1,4,0,45,1,12,1,5.49306144334055,NA
4,0,3,0,30,1,12,1,6.5792512120101,3.91202300542815
3,0,1,0,NA,NA,12,1,6.30991827822652,3.91202300542815
5,0,3,0,46,0,12,0,7.02997291170639,NA
4,0,6,0,NA,0,12,1,5.75890177387728,NA
1,1,3,1,21,0,12,0,6.07534603108868,4.0943445622221
1,0,5,0,34,0,12,1,6.27852142416584,NA
2,0,5,1,NA,NA,12,1,6.19440539110467,2.99573227355399
4,0,3,1,NA,NA,12,1,6.2803958389602,5.56068163101553
4,0,4,0,NA,NA,12,1,6.23048144757848,NA
5,1,7,0,49,0,12,0,6.5366915975913,NA
2,0,5,0,41,0,12,0,6.00388706710654,3.91202300542815
3,0,1,0,49,1,12,1,4.7361984483945,NA
2,0,5,0,44,0,12,1,6.7900972355139,3.52636052461616
5,0,4,0,41,1,12,1,7.03878354138854,5.52146091786225
4,1,4,0,28,0,12,0,6.23048144757848,2.83321334405622
3,0,3,0,55,1,12,1,5.7037824746562,NA
5,0,9,0,53,0,12,1,7.19443685110033,4.8283137373023
2,0,3,1,42,0,12,1,5.78689738136671,NA
4,0,6,0,42,0,12,1,6.56526497003536,2.99573227355399
2,0,8,0,57,1,12,1,7.27447955877387,5.07517381523383
1,0,6,0,55,0,12,1,6.88141130364254,NA
2,0,1,0,32,0,12,0,NA,8.40290404501411
4,0,3,0,71,1,12,0,6.68336094576627,6.1463292576689
1,0,2,0,NA,NA,12,1,5.8406416573734,5.11799381241676
4,0,3,0,41,0,12,0,5.17614973257383,NA
4,1,4,0,NA,NA,12,1,6.29526600143965,4.24849524204936
4,1,4,0,37,0,12,0,6.63331843328038,5.07517381523383
5,0,3,0,40,0,12,1,7.08170858610557,4.60517018598809
1,0,4,1,39,0,12,1,6.35610766069589,5.42934562895444
1,0,6,0,NA,NA,12,1,6.5510803350434,4.60517018598809
1,0,4,0,44,0,12,1,5.72031177660741,NA
5,0,7,0,66,0,12,1,6.65929391968364,5.2257466737132
1,1,2,1,58,0,12,1,5.05624580534831,NA
5,0,6,0,NA,NA,12,1,6.5510803350434,5.03695260241363
2,1,3,0,39,1,12,1,5.99146454710798,NA
4,1,7,0,NA,NA,12,1,5.32300997913841,NA
2,0,5,0,28,0,12,1,6.25766758788264,2.99573227355399
3,1,3,1,31,1,12,1,6.73340189183736,NA
4,1,5,0,47,0,12,0,6.12905021006055,NA
4,0,6,1,23,1,12,1,6.32793678372919,4.0943445622221
5,0,6,0,45,1,12,0,5.37527840768417,4.86753445045558
5,1,7,1,53,0,12,1,7.38894609761844,5.94017125272043
1,1,6,0,54,0,12,1,5.70044357339069,3.68887945411394
4,0,3,0,28,0,12,0,6.94889722231331,NA
3,1,2,0,21,0,12,0,6.25382881157547,3.91202300542815
5,0,2,1,32,0,12,0,7.05617528410041,NA
3,0,5,0,31,1,12,1,5.91079664404053,NA
1,1,7,1,43,0,12,1,6.80350525760834,6.06378520868761
4,1,4,0,45,1,12,1,6.28599809450886,NA
4,1,3,0,27,0,12,0,6.1527326947041,NA
2,0,6,1,29,0,12,1,6.46302945692067,5.48063892334199
5,0,3,1,40,1,12,0,6.02344759296103,5.55295958492162
5,0,6,1,46,0,12,1,7.14677217945264,5.52146091786225
2,0,5,0,37,1,12,1,6.6682282484174,NA
2,0,4,1,NA,NA,12,1,5.13579843705026,NA
2,0,6,1,39,0,12,1,6.40687998606931,3.68887945411394
5,0,8,0,42,0,12,0,6.59578051396131,NA
4,0,2,0,47,0,12,1,6.58892647753352,NA
4,0,4,1,30,0,12,1,5.67332326717149,3.40119738166216
1,1,2,0,22,0,12,1,5.89989735358249,6.06378520868761
4,0,4,0,40,0,12,1,6.62007320653036,3.91202300542815
4,0,5,0,NA,NA,12,1,6.46146817635372,NA
5,0,4,0,50,0,12,1,6.30991827822652,2.99573227355399
2,1,4,1,43,0,12,0,6.88755257166462,4.63472898822964
3,1,5,0,43,1,12,1,6.3456363608286,NA
1,1,2,1,19,0,12,0,6.22653666928747,4.86753445045558
2,0,3,0,33,0,12,1,6.38012253689976,NA
4,0,4,0,45,0,12,1,5.66296048013595,2.19722457733622
3,0,3,0,25,0,12,0,6.08449941307517,NA
5,0,5,0,24,0,12,1,6.5510803350434,3.91202300542815
5,1,9,0,36,0,12,0,6.84054652928869,3.04452243772342
3,0,8,1,54,0,12,1,6.73340189183736,3.68887945411394
4,0,3,0,39,0,12,0,6.87729607149743,NA
3,0,2,0,48,0,12,0,6.10031895202006,5.87211778947542
5,0,2,1,64,0,12,0,6.45833828334479,4.49980967033027
2,0,1,0,46,0,12,0,6.14418563412565,5.52146091786225
3,1,3,0,34,1,12,1,5.87773578177964,NA
3,0,6,0,39,0,12,1,6.14203740558736,3.40119738166216
2,0,3,1,53,1,12,1,5.70711026474888,3.40119738166216
4,1,4,0,49,0,12,0,7.08422642209792,6.63331843328038
5,0,6,0,37,1,12,1,7.02997291170639,4.60517018598809
5,0,3,0,33,1,12,1,5.89989735358249,NA
1,1,1,1,NA,NA,12,0,2.30258509299405,NA
3,0,3,0,35,0,12,1,6.84161547647759,4.38202663467388
2,0,4,0,NA,NA,12,0,6.46925031679577,NA
1,1,2,0,19,0,12,1,5.87773578177964,3.17805383034795
1,1,5,0,43,0,12,1,6.20657592672493,NA
3,0,3,0,60,0,12,1,6.19440539110467,NA
1,0,3,0,21,1,12,1,6.79122146272619,NA
1,0,2,0,60,0,12,1,5.75574221358691,3.40119738166216
4,0,6,0,30,0,12,0,6.43294009273918,2.07944154167984
3,0,5,0,24,0,12,1,6.20050917404269,4.56434819146784
4,1,6,0,59,0,12,1,NA,NA
3,1,4,0,40,0,12,0,5.78689738136671,3.3322045101752
2,1,3,0,21,0,12,0,5.65599181081985,2.99573227355399
2,1,6,0,37,0,12,0,5.2257466737132,4.78749174278205
4,0,7,0,54,0,12,1,7.02642680869964,6.13122648948314
1,0,3,0,NA,NA,12,1,5.48063892334199,NA
2,1,2,0,62,0,12,1,5.79605775076537,NA
3,1,6,0,39,0,12,1,6.3456363608286,NA
3,0,1,0,36,0,12,0,4.43081679884331,6.16120732169508
1,0,9,0,44,1,12,1,6.4118182677099,NA
4,0,4,0,NA,NA,12,0,5.29831736654804,3.91202300542815
3,1,2,0,39,1,12,1,6.00141487796115,3.91202300542815
1,1,3,0,56,1,12,1,6.26909628370626,3.68887945411394
1,0,5,0,38,0,12,1,6.361302477573,4.91265488573605
1,1,1,0,43,0,12,1,NA,5.36129216570943
4,0,3,0,48,1,12,1,6.07534603108868,3.68887945411394
2,0,4,0,43,0,12,1,6.79682371827486,NA
2,1,5,0,NA,NA,12,0,6.56526497003536,3.63758615972639
3,0,6,1,51,0,12,1,6.47697236288968,NA
3,0,3,0,61,0,12,1,6.07534603108868,2.99573227355399
5,0,4,0,41,1,12,0,4.70953020131233,NA
